,ID_Cliente,Idade,Qtd_Filhos,Rendimento_Anual,Anos_empregado,Tamanho_Familia,Tem_Carro,Tem_Casa_Propria,Tem_telefone_trabalho,Tem_telefone_fixo,Tem_email,Categoria_de_renda,Grau_Escolaridade,Estado_Civil,Moradia,Ocupacao,Mau
5805,5041457,42.0,0,180000.0,18.6,1.0,1,0,0,0,0,Associado comercial,Ensino medio,Separado,Casa propria,Equipe principal,0
5806,5041459,42.0,0,180000.0,18.6,1.0,1,0,0,0,0,Associado comercial,Ensino medio,Separado,Casa propria,Equipe principal,0
5807,5041460,42.0,0,180000.0,18.6,1.0,1,0,0,0,0,Associado comercial,Ensino medio,Separado,Casa propria,Equipe principal,0
5808,5041461,42.0,0,180000.0,18.6,1.0,1,0,0,0,0,Associado comercial,Ensino medio,Separado,Casa propria,Equipe principal,0
5809,5041463,42.0,0,180000.0,18.6,1.0,1,0,0,0,0,Associado comercial,Ensino medio,Separado,Casa propria,Equipe principal,0
5810,5041464,42.0,0,180000.0,18.6,1.0,1,0,0,0,0,Associado comercial,Ensino medio,Separado,Casa propria,Equipe principal,0
5811,5041465,42.0,0,180000.0,18.6,1.0,1,0,0,0,0,Associado comercial,Ensino medio,Separado,Casa propria,Equipe principal,0
5812,5041466,42.0,0,180000.0,18.6,1.0,1,0,0,0,0,Associado comercial,Ensino medio,Separado,Casa propria,Equipe principal,0
5813,5041470,32.0,2,135000.0,6.3,4.0,0,0,1,1,0,Servidor publico,Ensino superior incompleto,Casado,Mora com os pais,Equipe principal,0
5814,5041479,40.0,0,126000.0,6.6,2.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5815,5041481,40.0,0,126000.0,6.6,2.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5816,5041483,40.0,0,126000.0,6.6,2.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5817,5041484,40.0,0,126000.0,6.6,2.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5818,5041485,40.0,0,126000.0,6.6,2.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5819,5041486,40.0,0,126000.0,6.6,2.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5820,5041487,40.0,0,126000.0,6.6,2.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5821,5041488,40.0,0,126000.0,6.6,2.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5822,5041492,35.0,0,90000.0,0.4,2.0,1,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Construcao Civil,0
5823,5041494,35.0,0,90000.0,0.4,2.0,1,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Construcao Civil,0
5824,5041498,35.0,0,90000.0,0.4,2.0,1,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Construcao Civil,1
5825,5041499,35.0,0,90000.0,0.4,2.0,1,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Construcao Civil,0
5826,5041506,35.0,1,292500.0,7.1,3.0,0,1,0,0,0,Empregado,Ensino superior,Casado,Cooperativa habitacional,Gerencia,0
5827,5041508,35.0,1,292500.0,7.1,3.0,0,1,0,0,0,Empregado,Ensino superior,Casado,Cooperativa habitacional,Gerencia,0
5828,5041509,35.0,1,292500.0,7.1,3.0,0,1,0,0,0,Empregado,Ensino superior,Casado,Cooperativa habitacional,Gerencia,0
5829,5041510,35.0,1,292500.0,7.1,3.0,0,1,0,0,0,Empregado,Ensino superior,Casado,Cooperativa habitacional,Gerencia,0
5830,5041511,35.0,1,292500.0,7.1,3.0,0,1,0,0,0,Empregado,Ensino superior,Casado,Cooperativa habitacional,Gerencia,0
5831,5041516,58.0,0,112500.0,-1.0,1.0,0,1,0,1,0,Pensionista,Ensino superior,Solteiro,Casa propria,Outros,0
5832,5041517,58.0,0,112500.0,-1.0,1.0,0,1,0,1,0,Pensionista,Ensino superior,Solteiro,Casa propria,Outros,0
5833,5041522,44.0,0,450000.0,2.3,1.0,1,1,1,1,0,Associado comercial,Ensino superior,Separado,Casa propria,Outros,1
5834,5041524,37.0,0,135000.0,7.9,2.0,1,1,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Contabilidade,0
5835,5041525,37.0,0,135000.0,7.9,2.0,1,1,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Contabilidade,0
5836,5041526,37.0,0,135000.0,7.9,2.0,1,1,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Contabilidade,0
5837,5041527,37.0,0,135000.0,7.9,2.0,1,1,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Contabilidade,0
5838,5041528,37.0,0,135000.0,7.9,2.0,1,1,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Contabilidade,0
5839,5041531,37.0,0,135000.0,7.9,2.0,1,1,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Contabilidade,0
5840,5041532,37.0,0,135000.0,7.9,2.0,1,1,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Contabilidade,0
5841,5041533,37.0,0,135000.0,7.9,2.0,1,1,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Contabilidade,0
5842,5041534,37.0,0,135000.0,7.9,2.0,1,1,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Contabilidade,0
5843,5041535,54.0,0,180000.0,4.0,1.0,0,1,0,1,0,Associado comercial,Ensino medio,Viuvo,Casa propria,Construcao Civil,0
5844,5041536,53.0,1,135000.0,-1.0,3.0,0,1,0,0,0,Pensionista,Ensino medio,Uniao estavel,Casa propria,Outros,0
5845,5041538,53.0,1,135000.0,-1.0,3.0,0,1,0,0,0,Pensionista,Ensino medio,Uniao estavel,Casa propria,Outros,1
5846,5041541,29.0,0,90000.0,2.4,1.0,0,0,0,0,0,Associado comercial,Ensino medio,Solteiro,Casa propria,Venda,0
5847,5041542,29.0,0,90000.0,2.4,1.0,0,0,0,0,0,Associado comercial,Ensino medio,Solteiro,Casa propria,Venda,0
5848,5097169,29.0,0,90000.0,2.4,1.0,0,0,0,0,0,Associado comercial,Ensino medio,Solteiro,Casa propria,Venda,0
5849,5041544,26.0,0,180000.0,7.2,2.0,1,1,0,0,0,Servidor publico,Ensino medio,Casado,Casa propria,Motorista,0
5850,5041545,26.0,0,180000.0,7.2,2.0,1,1,0,0,0,Servidor publico,Ensino medio,Casado,Casa propria,Motorista,0
5851,5041546,26.0,0,180000.0,7.2,2.0,1,1,0,0,0,Servidor publico,Ensino medio,Casado,Casa propria,Motorista,0
5852,5041547,26.0,0,180000.0,7.2,2.0,1,1,0,0,0,Servidor publico,Ensino medio,Casado,Casa propria,Motorista,0
5853,5097170,26.0,0,180000.0,7.2,2.0,1,1,0,0,0,Servidor publico,Ensino medio,Casado,Casa propria,Motorista,0
5854,5041548,33.0,0,247500.0,6.1,2.0,1,1,1,0,0,Empregado,Ensino superior,Casado,Casa propria,Contabilidade,0
5855,5041550,33.0,0,247500.0,6.1,2.0,1,1,1,0,0,Empregado,Ensino superior,Casado,Casa propria,Contabilidade,0
5856,5097177,33.0,0,247500.0,6.1,2.0,1,1,1,0,0,Empregado,Ensino superior,Casado,Casa propria,Contabilidade,0
5857,5041553,35.0,0,180000.0,0.8,2.0,1,1,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Outros,0
5858,5041557,35.0,0,180000.0,0.8,2.0,1,1,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Outros,0
5859,5041558,35.0,0,180000.0,0.8,2.0,1,1,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Outros,0
5860,5041559,35.0,0,180000.0,0.8,2.0,1,1,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Outros,0
5861,5041560,35.0,0,180000.0,0.8,2.0,1,1,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Outros,0
5862,5041561,35.0,0,180000.0,0.8,2.0,1,1,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Outros,0
5863,5041562,35.0,0,180000.0,0.8,2.0,1,1,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Outros,0
5864,5041563,35.0,0,180000.0,0.8,2.0,1,1,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Outros,0
5865,5097178,35.0,0,180000.0,0.8,2.0,1,1,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Outros,0
5866,5041570,52.0,1,202500.0,1.1,3.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5867,5041571,52.0,1,202500.0,1.1,3.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5868,5041572,52.0,1,202500.0,1.1,3.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5869,5041573,52.0,1,202500.0,1.1,3.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5870,5041574,52.0,1,202500.0,1.1,3.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5871,5097184,52.0,1,202500.0,1.1,3.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5872,5041581,52.0,1,270000.0,3.8,3.0,0,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Gerencia,1
5873,5041582,52.0,1,270000.0,3.8,3.0,0,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Gerencia,0
5874,5041583,52.0,1,270000.0,3.8,3.0,0,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Gerencia,1
5875,5041602,32.0,0,67500.0,8.1,2.0,0,1,0,1,0,Empregado,Ensino superior,Casado,Casa propria,Venda,0
5876,5041603,34.0,0,270000.0,4.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5877,5041604,34.0,0,270000.0,4.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5878,5041605,34.0,0,270000.0,4.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5879,5041606,34.0,0,270000.0,4.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5880,5041607,34.0,0,270000.0,4.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5881,5041608,34.0,0,270000.0,4.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5882,5041609,34.0,0,270000.0,4.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5883,5041610,34.0,0,270000.0,4.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5884,5041611,34.0,0,270000.0,4.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5885,5097055,34.0,0,270000.0,4.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5886,5097056,34.0,0,270000.0,4.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5887,5041620,27.0,0,292500.0,3.3,1.0,0,1,0,1,0,Associado comercial,Ensino superior,Solteiro,Alugado,Venda,0
5888,5041622,27.0,0,292500.0,3.3,1.0,0,1,0,1,0,Associado comercial,Ensino superior,Solteiro,Alugado,Venda,0
5889,5041623,27.0,0,292500.0,3.3,1.0,0,1,0,1,0,Associado comercial,Ensino superior,Solteiro,Alugado,Venda,0
5890,5041624,27.0,0,292500.0,3.3,1.0,0,1,0,1,0,Associado comercial,Ensino superior,Solteiro,Alugado,Venda,0
5891,5041625,27.0,0,292500.0,3.3,1.0,0,1,0,1,0,Associado comercial,Ensino superior,Solteiro,Alugado,Venda,0
5892,5041626,27.0,0,292500.0,3.3,1.0,0,1,0,1,0,Associado comercial,Ensino superior,Solteiro,Alugado,Venda,0
5893,5041628,42.0,0,234000.0,8.3,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5894,5041629,42.0,0,234000.0,8.3,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5895,5041630,42.0,0,234000.0,8.3,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5896,5041632,42.0,0,234000.0,8.3,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5897,5041633,42.0,0,234000.0,8.3,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5898,5097122,42.0,0,234000.0,8.3,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5899,5097123,42.0,0,234000.0,8.3,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5900,5041636,46.0,0,225000.0,15.3,2.0,0,1,0,1,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Outros,0
5901,5041638,46.0,0,225000.0,15.3,2.0,0,1,0,1,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Outros,0
5902,5041639,46.0,0,225000.0,15.3,2.0,0,1,0,1,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Outros,0
5903,5041640,46.0,0,225000.0,15.3,2.0,0,1,0,1,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Outros,0
5904,5097124,46.0,0,225000.0,15.3,2.0,0,1,0,1,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Outros,0
5905,5041641,39.0,1,270000.0,4.8,3.0,1,1,0,1,0,Associado comercial,Ensino medio,Casado,Casa propria,Venda,0
5906,5041642,39.0,1,270000.0,4.8,3.0,1,1,0,1,0,Associado comercial,Ensino medio,Casado,Casa propria,Venda,0
5907,5041643,39.0,1,270000.0,4.8,3.0,1,1,0,1,0,Associado comercial,Ensino medio,Casado,Casa propria,Venda,0
5908,5041646,39.0,1,270000.0,4.8,3.0,1,1,0,1,0,Associado comercial,Ensino medio,Casado,Casa propria,Venda,0
5909,5041647,39.0,1,270000.0,4.8,3.0,1,1,0,1,0,Associado comercial,Ensino medio,Casado,Casa propria,Venda,0
5910,5041648,39.0,1,270000.0,4.8,3.0,1,1,0,1,0,Associado comercial,Ensino medio,Casado,Casa propria,Venda,0
5911,5041653,33.0,2,135000.0,7.8,4.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
5912,5041654,55.0,0,99000.0,0.8,2.0,0,1,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5913,5041655,55.0,0,99000.0,0.8,2.0,0,1,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5914,5041662,32.0,1,333000.0,4.4,3.0,1,1,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Gerencia,0
5915,5041663,32.0,1,333000.0,4.4,3.0,1,1,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Gerencia,0
5916,5041664,32.0,1,333000.0,4.4,3.0,1,1,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Gerencia,0
5917,5041665,32.0,1,333000.0,4.4,3.0,1,1,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Gerencia,0
5918,5041666,32.0,1,333000.0,4.4,3.0,1,1,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Gerencia,0
5919,5041672,32.0,1,333000.0,4.4,3.0,1,1,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Gerencia,0
5920,5041674,32.0,1,333000.0,4.4,3.0,1,1,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Gerencia,0
5921,5041675,32.0,1,333000.0,4.4,3.0,1,1,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Gerencia,0
5922,5041676,32.0,1,333000.0,4.4,3.0,1,1,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Gerencia,0
5923,5041679,59.0,0,94500.0,-1.0,2.0,0,0,0,1,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5924,5041680,59.0,0,94500.0,-1.0,2.0,0,0,0,1,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5925,5041682,59.0,0,94500.0,-1.0,2.0,0,0,0,1,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5926,5041695,33.0,0,342000.0,10.4,1.0,1,0,0,0,0,Servidor publico,Ensino superior,Solteiro,Casa propria,Equipe principal,0
5927,5041697,33.0,0,342000.0,10.4,1.0,1,0,0,0,0,Servidor publico,Ensino superior,Solteiro,Casa propria,Equipe principal,0
5928,5041699,33.0,0,342000.0,10.4,1.0,1,0,0,0,0,Servidor publico,Ensino superior,Solteiro,Casa propria,Equipe principal,0
5929,5041702,33.0,0,342000.0,10.4,1.0,1,0,0,0,0,Servidor publico,Ensino superior,Solteiro,Casa propria,Equipe principal,0
5930,5041703,33.0,0,342000.0,10.4,1.0,1,0,0,0,0,Servidor publico,Ensino superior,Solteiro,Casa propria,Equipe principal,0
5931,5041708,39.0,3,180000.0,2.3,5.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Alta tecnologia,0
5932,5041709,39.0,3,180000.0,2.3,5.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Alta tecnologia,0
5933,5041711,39.0,3,180000.0,2.3,5.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Alta tecnologia,0
5934,5041712,39.0,3,180000.0,2.3,5.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Alta tecnologia,0
5935,5041713,39.0,3,180000.0,2.3,5.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Alta tecnologia,0
5936,5041714,39.0,3,180000.0,2.3,5.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Alta tecnologia,0
5937,5041715,39.0,3,180000.0,2.3,5.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Alta tecnologia,0
5938,5097174,39.0,3,180000.0,2.3,5.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Alta tecnologia,0
5939,5041717,37.0,0,315000.0,2.0,2.0,0,1,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Construcao Civil,0
5940,5041718,31.0,0,202500.0,1.8,2.0,0,1,0,1,0,Servidor publico,Ensino superior,Casado,Casa propria,Alta tecnologia,0
5941,5041722,48.0,0,225000.0,15.1,2.0,1,1,0,0,0,Empregado,Ensino superior,Casado,Casa propria,Alta tecnologia,0
5942,5041723,48.0,0,225000.0,15.1,2.0,1,1,0,0,0,Empregado,Ensino superior,Casado,Casa propria,Alta tecnologia,0
5943,5041724,48.0,0,225000.0,15.1,2.0,1,1,0,0,0,Empregado,Ensino superior,Casado,Casa propria,Alta tecnologia,0
5944,5041726,36.0,0,81000.0,2.1,2.0,1,1,1,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5945,5041727,36.0,0,81000.0,2.1,2.0,1,1,1,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5946,5041728,36.0,0,81000.0,2.1,2.0,1,1,1,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5947,5097051,36.0,0,81000.0,2.1,2.0,1,1,1,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5948,5041734,34.0,1,157500.0,1.0,3.0,0,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
5949,5041738,34.0,1,157500.0,1.0,3.0,0,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
5950,5041739,34.0,1,157500.0,1.0,3.0,0,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
5951,5041740,34.0,1,157500.0,1.0,3.0,0,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
5952,5041741,34.0,1,157500.0,1.0,3.0,0,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
5953,5041753,41.0,0,157500.0,10.0,2.0,0,1,0,1,0,Servidor publico,Ensino superior,Casado,Casa propria,Gerencia,0
5954,5041754,41.0,0,157500.0,10.0,2.0,0,1,0,1,0,Servidor publico,Ensino superior,Casado,Casa propria,Gerencia,0
5955,5041755,41.0,0,157500.0,10.0,2.0,0,1,0,1,0,Servidor publico,Ensino superior,Casado,Casa propria,Gerencia,0
5956,5041757,41.0,0,157500.0,10.0,2.0,0,1,0,1,0,Servidor publico,Ensino superior,Casado,Casa propria,Gerencia,0
5957,5041758,41.0,0,157500.0,10.0,2.0,0,1,0,1,0,Servidor publico,Ensino superior,Casado,Casa propria,Gerencia,0
5958,5041759,41.0,0,157500.0,10.0,2.0,0,1,0,1,0,Servidor publico,Ensino superior,Casado,Casa propria,Gerencia,0
5959,5041760,41.0,0,157500.0,10.0,2.0,0,1,0,1,0,Servidor publico,Ensino superior,Casado,Casa propria,Gerencia,0
5960,5041761,41.0,0,157500.0,10.0,2.0,0,1,0,1,0,Servidor publico,Ensino superior,Casado,Casa propria,Gerencia,0
5961,5041762,41.0,0,157500.0,10.0,2.0,0,1,0,1,0,Servidor publico,Ensino superior,Casado,Casa propria,Gerencia,0
5962,5041766,57.0,0,135000.0,-1.0,2.0,1,0,0,0,0,Pensionista,Ensino superior,Casado,Casa propria,Outros,0
5963,5041773,37.0,3,135000.0,12.3,5.0,1,0,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
5964,5041775,37.0,3,135000.0,12.3,5.0,1,0,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
5965,5041776,37.0,3,135000.0,12.3,5.0,1,0,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
5966,5041780,41.0,2,180000.0,1.1,4.0,0,0,1,0,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5967,5041786,35.0,0,67500.0,1.0,2.0,0,0,0,0,0,Servidor publico,Ensino medio,Casado,Casa propria,Venda,0
5968,5041787,58.0,0,99000.0,3.4,2.0,1,0,1,0,0,Empregado,Ensino medio,Casado,Casa propria,Motorista,0
5969,5041790,27.0,0,225000.0,0.8,2.0,0,0,1,0,0,Empregado,Ensino superior incompleto,Casado,Casa propria,Motorista,0
5970,5041791,27.0,0,225000.0,0.8,2.0,0,0,1,0,0,Empregado,Ensino superior incompleto,Casado,Casa propria,Motorista,0
5971,5041792,27.0,0,225000.0,0.8,2.0,0,0,1,0,0,Empregado,Ensino superior incompleto,Casado,Casa propria,Motorista,0
5972,5041793,27.0,0,225000.0,0.8,2.0,0,0,1,0,0,Empregado,Ensino superior incompleto,Casado,Casa propria,Motorista,0
5973,5041794,27.0,0,225000.0,0.8,2.0,0,0,1,0,0,Empregado,Ensino superior incompleto,Casado,Casa propria,Motorista,0
5974,5041797,44.0,0,211500.0,0.8,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Limpeza,0
5975,5041798,44.0,0,211500.0,0.8,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Limpeza,0
5976,5041799,44.0,0,211500.0,0.8,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Limpeza,0
5977,5041803,45.0,0,90000.0,10.7,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5978,5041806,45.0,0,90000.0,10.7,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5979,5041807,45.0,0,90000.0,10.7,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5980,5041809,45.0,0,90000.0,10.7,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5981,5097096,45.0,0,90000.0,10.7,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5982,5097097,45.0,0,90000.0,10.7,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5983,5041812,40.0,1,112500.0,7.8,2.0,0,0,1,0,0,Associado comercial,Ensino superior,Separado,Casa propria,Servico privado,0
5984,5041813,40.0,1,112500.0,7.8,2.0,0,0,1,0,0,Associado comercial,Ensino superior,Separado,Casa propria,Servico privado,0
5985,5041814,40.0,1,112500.0,7.8,2.0,0,0,1,0,0,Associado comercial,Ensino superior,Separado,Casa propria,Servico privado,0
5986,5041815,40.0,1,112500.0,7.8,2.0,0,0,1,0,0,Associado comercial,Ensino superior,Separado,Casa propria,Servico privado,0
5987,5097098,40.0,1,112500.0,7.8,2.0,0,0,1,0,0,Associado comercial,Ensino superior,Separado,Casa propria,Servico privado,0
5988,5041816,48.0,0,112500.0,2.7,2.0,1,0,0,1,0,Empregado,Ensino medio,Casado,Habitacao publica,Venda,0
5989,5041817,48.0,0,112500.0,2.7,2.0,1,0,0,1,0,Empregado,Ensino medio,Casado,Habitacao publica,Venda,0
5990,5041819,48.0,0,112500.0,2.7,2.0,1,0,0,1,0,Empregado,Ensino medio,Casado,Habitacao publica,Venda,0
5991,5041824,48.0,0,112500.0,2.7,2.0,1,0,0,1,0,Empregado,Ensino medio,Casado,Habitacao publica,Venda,0
5992,5041825,48.0,0,112500.0,2.7,2.0,1,0,0,1,0,Empregado,Ensino medio,Casado,Habitacao publica,Venda,0
5993,5041826,48.0,0,112500.0,2.7,2.0,1,0,0,1,0,Empregado,Ensino medio,Casado,Habitacao publica,Venda,0
5994,5041827,48.0,0,112500.0,2.7,2.0,1,0,0,1,0,Empregado,Ensino medio,Casado,Habitacao publica,Venda,0
5995,5041830,48.0,0,112500.0,2.7,2.0,1,0,0,1,0,Empregado,Ensino medio,Casado,Habitacao publica,Venda,0
5996,5041831,48.0,0,112500.0,2.7,2.0,1,0,0,1,0,Empregado,Ensino medio,Casado,Habitacao publica,Venda,0
5997,5041832,48.0,0,112500.0,2.7,2.0,1,0,0,1,0,Empregado,Ensino medio,Casado,Habitacao publica,Venda,0
5998,5041835,62.0,0,72000.0,-1.0,2.0,1,0,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5999,5041836,62.0,0,72000.0,-1.0,2.0,1,0,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
6000,5041837,62.0,0,72000.0,-1.0,2.0,1,0,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
6001,5041838,62.0,0,72000.0,-1.0,2.0,1,0,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
6002,5041839,48.0,0,81000.0,6.4,2.0,1,0,1,0,0,Associado comercial,Ensino superior incompleto,Casado,Casa propria,Outros,0
6003,5041840,48.0,0,81000.0,6.4,2.0,1,0,1,0,0,Associado comercial,Ensino superior incompleto,Casado,Casa propria,Outros,0
6004,5041841,48.0,0,81000.0,6.4,2.0,1,0,1,0,0,Associado comercial,Ensino superior incompleto,Casado,Casa propria,Outros,0
6005,5041842,48.0,0,81000.0,6.4,2.0,1,0,1,0,0,Associado comercial,Ensino superior incompleto,Casado,Casa propria,Outros,0
6006,5041843,48.0,0,81000.0,6.4,2.0,1,0,1,0,0,Associado comercial,Ensino superior incompleto,Casado,Casa propria,Outros,0
6007,5041844,48.0,0,81000.0,6.4,2.0,1,0,1,0,0,Associado comercial,Ensino superior incompleto,Casado,Casa propria,Outros,0
6008,5041845,48.0,0,81000.0,6.4,2.0,1,0,1,0,0,Associado comercial,Ensino superior incompleto,Casado,Casa propria,Outros,0
