ID_Cliente,Idade,Qtd_Filhos,Rendimento_Anual,Anos_empregado,Tamanho_Familia,Tem_Carro,Tem_Casa_Propria,Tem_telefone_trabalho,Tem_telefone_fixo,Tem_email,Categoria_de_renda,Grau_Escolaridade,Estado_Civil,Moradia,Ocupacao,Mau
5024845,32.0,0.0,157500.0,1.4,1.0,0,1,0,0,0,Empregado,Ensino superior,Solteiro,Casa propria,Alta tecnologia,0
5024846,32.0,0.0,157500.0,1.4,1.0,0,1,0,0,0,Empregado,Ensino superior,Solteiro,Casa propria,Alta tecnologia,0
5024847,32.0,0.0,157500.0,1.4,1.0,0,1,0,0,0,Empregado,Ensino superior,Solteiro,Casa propria,Alta tecnologia,0
5024849,32.0,0.0,157500.0,1.4,1.0,0,1,0,0,0,Empregado,Ensino superior,Solteiro,Casa propria,Alta tecnologia,0
5024850,32.0,0.0,157500.0,1.4,1.0,0,1,0,0,0,Empregado,Ensino superior,Solteiro,Casa propria,Alta tecnologia,0
5024851,40.0,2.0,81000.0,2.4,4.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5024852,40.0,2.0,81000.0,2.4,4.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5024853,40.0,2.0,81000.0,2.4,4.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5024854,40.0,2.0,81000.0,2.4,4.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5024857,43.0,0.0,211500.0,14.1,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Alta tecnologia,0
5024859,67.0,0.0,112500.0,-1.0,2.0,1,1,0,1,0,Pensionista,Ensino fundamental,Uniao estavel,Casa propria,Outros,0
5024860,67.0,0.0,112500.0,-1.0,2.0,1,1,0,1,0,Pensionista,Ensino fundamental,Uniao estavel,Casa propria,Outros,0
5024865,51.0,0.0,63000.0,9.0,2.0,0,0,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5024866,52.0,0.0,63000.0,4.4,2.0,1,0,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Motorista,0
5024868,51.0,0.0,211500.0,9.8,2.0,0,0,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Seguranca,0
5024870,64.0,0.0,315000.0,0.4,1.0,1,1,0,0,0,Associado comercial,Ensino superior,Separado,Casa propria,Gerencia,0
5024872,61.0,0.0,112500.0,-1.0,1.0,0,1,0,1,0,Pensionista,Ensino superior incompleto,Viuvo,Casa propria,Outros,0
5024874,48.0,1.0,225000.0,8.0,3.0,1,1,0,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Equipe principal,0
5024875,35.0,0.0,270000.0,5.3,1.0,0,0,1,1,0,Associado comercial,Ensino medio,Solteiro,Mora com os pais,Outros,0
5024876,60.0,0.0,211500.0,-1.0,2.0,1,1,0,1,0,Pensionista,Ensino medio,Casado,Alugado,Outros,0
5024881,30.0,0.0,315000.0,1.1,1.0,0,1,0,1,0,Associado comercial,Ensino superior incompleto,Solteiro,Casa propria,Venda,0
5024883,23.0,0.0,180000.0,3.4,1.0,0,0,0,0,0,Empregado,Ensino medio,Solteiro,Alugado,Venda,0
5024884,32.0,1.0,117000.0,4.6,3.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
5024887,27.0,1.0,180000.0,1.2,2.0,0,0,0,0,0,Empregado,Ensino medio,Solteiro,Casa propria,Venda,0
5024888,27.0,1.0,180000.0,1.2,2.0,0,0,0,0,0,Empregado,Ensino medio,Solteiro,Casa propria,Venda,0
5024890,63.0,0.0,38250.0,-1.0,2.0,1,0,0,1,0,Pensionista,Ensino fundamental,Casado,Casa propria,Outros,0
5024892,38.0,1.0,225000.0,9.9,3.0,0,1,0,0,0,Associado comercial,Ensino medio,Uniao estavel,Habitacao publica,Contabilidade,0
5024893,38.0,1.0,225000.0,9.9,3.0,0,1,0,0,0,Associado comercial,Ensino medio,Uniao estavel,Habitacao publica,Contabilidade,0
5024894,43.0,0.0,180000.0,1.2,2.0,0,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Construcao Civil,0
5024895,34.0,2.0,126000.0,3.0,4.0,1,1,0,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Construcao Civil,0
5024896,34.0,2.0,126000.0,3.0,4.0,1,1,0,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Construcao Civil,0
5024897,63.0,0.0,157500.0,-1.0,2.0,0,1,0,0,0,Pensionista,Ensino superior,Casado,Casa propria,Outros,0
5024899,48.0,0.0,157500.0,7.3,1.0,0,0,1,1,0,Associado comercial,Ensino medio,Viuvo,Habitacao publica,Venda,0
5024900,45.0,0.0,292500.0,1.9,2.0,1,0,1,1,1,Servidor publico,Ensino superior,Uniao estavel,Casa propria,Contabilidade,0
5024905,41.0,0.0,94500.0,5.0,2.0,0,0,1,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Venda,0
5024911,39.0,1.0,175500.0,15.0,3.0,0,0,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
5024912,24.0,2.0,135000.0,5.1,4.0,1,0,1,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5024914,43.0,0.0,292500.0,1.3,1.0,0,1,1,1,0,Associado comercial,Ensino medio,Separado,Casa propria,Outros,0
5024915,50.0,0.0,112500.0,15.0,2.0,0,1,0,1,0,Empregado,Ensino superior,Casado,Casa propria,Venda,0
5024916,60.0,0.0,112500.0,-1.0,2.0,0,1,0,1,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,1
5024917,60.0,0.0,112500.0,-1.0,2.0,0,1,0,1,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,1
5024920,43.0,0.0,292500.0,15.0,1.0,0,0,0,0,0,Associado comercial,Ensino medio,Separado,Casa propria,Outros,0
5024927,35.0,0.0,315000.0,2.3,1.0,0,0,0,0,0,Associado comercial,Ensino medio,Solteiro,Casa propria,Construcao Civil,0
5024944,43.0,0.0,180000.0,4.5,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5024945,43.0,0.0,180000.0,4.5,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5024946,25.0,1.0,145350.0,0.5,3.0,1,0,0,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Construcao Civil,0
5024948,47.0,0.0,157500.0,15.0,2.0,1,0,0,1,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Construcao Civil,0
5024950,44.0,0.0,121500.0,14.8,1.0,0,0,1,0,0,Empregado,Ensino medio,Solteiro,Casa propria,Construcao Civil,0
5024951,29.0,1.0,180000.0,1.4,3.0,0,0,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Equipe principal,0
5024952,30.0,0.0,112500.0,4.1,2.0,0,0,1,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
5024955,45.0,1.0,103500.0,0.5,3.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5024957,36.0,2.0,173250.0,15.0,3.0,0,1,0,0,0,Empregado,Ensino medio,Separado,Casa propria,Equipe principal,0
5024959,40.0,0.0,202500.0,2.8,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Seguranca,0
5024961,56.0,0.0,247500.0,-1.0,2.0,1,1,0,1,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5024963,36.0,1.0,157500.0,6.4,3.0,1,0,0,0,0,Associado comercial,Ensino medio,Casado,Apartamento comercial,Construcao Civil,0
5024964,31.0,0.0,180000.0,9.5,2.0,1,0,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Equipe principal,0
5024966,40.0,0.0,202500.0,0.4,1.0,0,0,0,0,0,Empregado,Ensino medio,Separado,Casa propria,Construcao Civil,0
5024968,44.0,1.0,180000.0,15.0,3.0,0,0,1,0,0,Empregado,Ensino medio,Casado,Casa propria,Medicina,0
5024970,42.0,0.0,135000.0,8.3,2.0,1,0,0,1,0,Servidor publico,Ensino medio,Casado,Casa propria,Gerencia,0
5024971,45.0,0.0,94500.0,15.0,2.0,0,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Medicina,0
5024974,60.0,0.0,67500.0,-1.0,2.0,0,0,0,1,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5024975,35.0,0.0,135000.0,4.8,2.0,0,1,1,1,0,Associado comercial,Ensino medio,Casado,Casa propria,Construcao Civil,0
5024976,35.0,0.0,225000.0,4.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5024978,31.0,0.0,315000.0,3.5,2.0,1,0,1,1,0,Empregado,Ensino superior,Uniao estavel,Casa propria,Contabilidade,0
5024979,27.0,0.0,135000.0,2.2,1.0,0,0,0,0,0,Empregado,Ensino superior incompleto,Solteiro,Casa propria,Construcao Civil,0
5024980,39.0,0.0,270000.0,2.1,2.0,0,0,1,1,1,Associado comercial,Ensino medio,Casado,Casa propria,Motorista,0
5024981,39.0,0.0,270000.0,2.1,2.0,0,0,1,1,1,Associado comercial,Ensino medio,Casado,Casa propria,Motorista,0
5024983,42.0,1.0,135000.0,6.5,3.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5024984,50.0,0.0,157500.0,0.6,2.0,1,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Seguranca,0
5024987,52.0,1.0,270000.0,10.8,3.0,1,1,0,0,0,Servidor publico,Ensino medio,Casado,Casa propria,Motorista,0
5024989,31.0,0.0,81000.0,1.8,2.0,0,0,1,0,0,Empregado,Ensino medio,Casado,Mora com os pais,Construcao Civil,0
5024991,50.0,0.0,315000.0,15.0,1.0,0,1,0,0,0,Servidor publico,Ensino medio,Viuvo,Casa propria,Equipe principal,0
5024994,26.0,1.0,315000.0,3.5,3.0,1,1,0,0,0,Servidor publico,Ensino superior,Uniao estavel,Casa propria,Outros,0
5024999,27.0,0.0,135000.0,4.2,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
5025001,39.0,0.0,112500.0,12.9,1.0,0,0,1,1,0,Empregado,Ensino medio,Solteiro,Casa propria,Equipe principal,0
5025002,39.0,0.0,112500.0,12.9,1.0,0,0,1,1,0,Empregado,Ensino medio,Solteiro,Casa propria,Equipe principal,0
5025008,55.0,0.0,279000.0,6.3,2.0,0,0,1,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Outros,0
5025009,55.0,0.0,279000.0,6.3,2.0,0,0,1,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Outros,0
5025010,40.0,1.0,157500.0,0.3,2.0,0,0,0,0,0,Associado comercial,Ensino superior,Solteiro,Casa propria,Construcao Civil,0
5025012,35.0,0.0,112500.0,6.8,2.0,1,0,0,0,1,Associado comercial,Ensino superior,Casado,Casa propria,Construcao Civil,0
5025013,43.0,0.0,117000.0,6.7,2.0,0,0,0,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Venda,0
5025014,36.0,0.0,180000.0,1.1,2.0,1,0,0,0,0,Empregado,Ensino superior,Casado,Casa propria,Construcao Civil,0
5025015,38.0,0.0,256500.0,0.7,2.0,1,0,1,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5025016,38.0,0.0,256500.0,0.7,2.0,1,0,1,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5025017,36.0,0.0,135000.0,2.7,1.0,0,1,0,0,0,Empregado,Ensino medio,Solteiro,Casa propria,Construcao Civil,0
5025018,28.0,1.0,135000.0,3.2,3.0,1,1,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Equipe principal,0
5025019,59.0,0.0,148500.0,-1.0,2.0,0,1,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025021,58.0,0.0,90000.0,-1.0,1.0,0,1,0,0,0,Pensionista,Ensino medio,Separado,Casa propria,Outros,0
5025023,58.0,0.0,90000.0,-1.0,1.0,0,1,0,0,0,Pensionista,Ensino medio,Separado,Casa propria,Outros,0
5025025,46.0,0.0,112500.0,1.8,2.0,0,1,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5025026,34.0,2.0,67500.0,12.8,4.0,0,1,1,0,0,Empregado,Ensino superior,Casado,Casa propria,Outros,0
5025027,55.0,0.0,135000.0,-1.0,2.0,0,0,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025028,55.0,0.0,135000.0,-1.0,2.0,0,0,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025029,55.0,0.0,135000.0,-1.0,2.0,0,0,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025032,51.0,0.0,90000.0,15.0,2.0,1,0,0,1,0,Associado comercial,Ensino medio,Casado,Casa propria,Construcao Civil,0
5025034,45.0,0.0,135000.0,15.0,2.0,0,0,0,0,0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,Construcao Civil,0
5025039,26.0,0.0,112500.0,6.1,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5025043,46.0,0.0,135000.0,15.0,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Medicina,0
5025045,44.0,0.0,157500.0,9.3,2.0,0,0,1,0,0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,Servico privado,0
5025046,64.0,0.0,157500.0,-1.0,2.0,0,0,0,1,0,Pensionista,Ensino superior,Casado,Casa propria,Outros,0
5025047,32.0,2.0,112500.0,10.3,4.0,1,0,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5025049,41.0,0.0,202500.0,3.5,2.0,1,0,1,1,0,Associado comercial,Ensino medio,Casado,Casa propria,Alta tecnologia,0
5025051,42.0,1.0,135000.0,15.0,3.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5025054,64.0,0.0,112500.0,-1.0,2.0,0,1,0,0,0,Pensionista,Ensino fundamental,Casado,Casa propria,Outros,0
5025056,34.0,0.0,157500.0,3.1,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Outros,0
5025059,32.0,0.0,166500.0,8.8,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Alta tecnologia,0
5025060,32.0,0.0,166500.0,8.8,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Alta tecnologia,0
5025063,32.0,0.0,135000.0,1.8,1.0,1,1,0,0,0,Empregado,Ensino medio,Solteiro,Casa propria,Outros,0
5025064,52.0,1.0,315000.0,15.0,3.0,0,1,0,0,1,Servidor publico,Ensino superior,Uniao estavel,Casa propria,Equipe principal,0
5025066,42.0,2.0,315000.0,15.0,4.0,1,1,0,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Gerencia,0
5025067,32.0,1.0,180000.0,10.4,3.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5025069,32.0,1.0,180000.0,10.4,3.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5025074,52.0,0.0,171000.0,15.0,2.0,0,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Gerencia,0
5025075,68.0,0.0,112500.0,-1.0,1.0,0,1,0,0,0,Pensionista,Ensino medio,Separado,Casa propria,Outros,0
5025077,29.0,1.0,94500.0,9.5,2.0,0,1,0,1,0,Empregado,Ensino superior,Solteiro,Casa propria,Outros,0
5025078,42.0,0.0,225000.0,9.8,1.0,0,1,0,0,0,Associado comercial,Ensino medio,Solteiro,Casa propria,Construcao Civil,0
5025081,44.0,0.0,180000.0,13.8,2.0,1,1,0,1,0,Servidor publico,Ensino medio,Casado,Casa propria,Outros,0
5025086,34.0,2.0,315000.0,10.5,4.0,0,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Outros,0
5025087,27.0,0.0,94500.0,3.8,2.0,0,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Venda,0
5025088,25.0,0.0,135000.0,1.6,1.0,0,0,0,0,1,Estudante,Ensino superior,Solteiro,Mora com os pais,Outros,0
5025091,64.0,0.0,63000.0,-1.0,1.0,0,1,0,0,0,Pensionista,Ensino medio,Separado,Casa propria,Outros,0
5025093,62.0,0.0,162000.0,-1.0,2.0,0,1,0,1,0,Pensionista,Ensino medio,Casado,Habitacao publica,Outros,0
5025094,62.0,0.0,162000.0,-1.0,2.0,0,1,0,1,0,Pensionista,Ensino medio,Casado,Habitacao publica,Outros,0
5025095,27.0,0.0,315000.0,0.9,1.0,0,1,0,0,0,Empregado,Ensino medio,Solteiro,Habitacao publica,Venda,0
5025100,45.0,0.0,180000.0,1.2,2.0,0,0,0,0,0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,Venda,0
5025101,31.0,0.0,126000.0,2.1,2.0,0,1,0,0,0,Empregado,Ensino superior,Casado,Casa propria,Alta tecnologia,0
5025102,40.0,0.0,130500.0,4.8,2.0,0,1,0,0,0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,Venda,0
5025103,63.0,0.0,157500.0,-1.0,2.0,0,1,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025104,44.0,2.0,270000.0,10.1,4.0,1,1,1,0,0,Associado comercial,Ensino superior incompleto,Casado,Casa propria,Gerencia,0
5025107,32.0,1.0,180000.0,10.0,2.0,0,1,0,0,0,Empregado,Ensino medio,Solteiro,Casa propria,Medicina,0
5025110,41.0,0.0,180000.0,10.5,2.0,0,0,0,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Construcao Civil,0
5025112,55.0,0.0,67500.0,-1.0,2.0,0,1,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025114,62.0,0.0,112500.0,15.0,1.0,0,1,0,0,0,Empregado,Ensino medio,Viuvo,Casa propria,Construcao Civil,0
5025115,47.0,0.0,315000.0,4.1,2.0,1,1,0,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Cozinha,0
5025117,36.0,1.0,315000.0,2.0,3.0,1,0,0,0,0,Empregado,Ensino superior,Casado,Casa propria,Gerencia,0
5025119,37.0,0.0,112500.0,15.0,2.0,0,1,0,1,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025120,37.0,0.0,112500.0,15.0,2.0,0,1,0,1,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025131,35.0,2.0,225000.0,2.4,4.0,0,1,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Outros,0
5025132,35.0,2.0,225000.0,2.4,4.0,0,1,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Outros,0
5025133,35.0,2.0,225000.0,2.4,4.0,0,1,1,1,0,Associado comercial,Ensino superior,Casado,Casa propria,Outros,0
5025135,34.0,0.0,157500.0,10.0,2.0,1,1,1,1,0,Empregado,Ensino medio,Casado,Casa propria,Motorista,0
5025138,37.0,0.0,202500.0,9.5,2.0,0,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
5025141,38.0,1.0,270000.0,3.4,2.0,0,1,0,1,0,Empregado,Ensino superior,Solteiro,Casa propria,Construcao Civil,0
5025143,50.0,0.0,315000.0,1.8,1.0,0,1,0,0,0,Associado comercial,Ensino medio,Separado,Casa propria,Venda,0
5025144,50.0,0.0,315000.0,1.8,1.0,0,1,0,0,0,Associado comercial,Ensino medio,Separado,Casa propria,Venda,0
5025145,50.0,0.0,315000.0,1.8,1.0,0,1,0,0,0,Associado comercial,Ensino medio,Separado,Casa propria,Venda,0
5025153,44.0,0.0,90000.0,0.8,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Mora com os pais,Venda,0
5025158,27.0,0.0,270000.0,1.2,1.0,1,1,0,0,0,Empregado,Ensino superior,Solteiro,Casa propria,Gerencia,0
5025164,61.0,0.0,157500.0,-1.0,2.0,1,1,0,0,0,Pensionista,Ensino superior,Casado,Casa propria,Outros,0
5025170,32.0,0.0,270000.0,6.7,2.0,1,1,1,0,0,Empregado,Ensino superior incompleto,Casado,Habitacao publica,Construcao Civil,0
5025171,27.0,1.0,171000.0,2.6,3.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Gerencia,0
5025172,46.0,0.0,157500.0,5.5,2.0,0,1,0,1,1,Associado comercial,Ensino medio,Casado,Casa propria,Equipe principal,0
5025173,25.0,0.0,135000.0,1.0,1.0,0,1,0,1,0,Empregado,Ensino superior incompleto,Solteiro,Habitacao publica,Medicina,0
5025175,23.0,0.0,112500.0,1.7,1.0,1,1,0,0,0,Associado comercial,Ensino superior,Solteiro,Casa propria,Contabilidade,0
5025179,59.0,0.0,157500.0,-1.0,2.0,1,0,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025188,39.0,0.0,157500.0,6.0,1.0,1,1,0,0,0,Empregado,Ensino medio,Solteiro,Habitacao publica,Motorista,0
5025193,54.0,0.0,81000.0,-1.0,2.0,1,1,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025194,53.0,0.0,180000.0,14.6,1.0,1,1,0,1,0,Associado comercial,Ensino superior,Viuvo,Casa propria,Gerencia,0
5025195,58.0,0.0,166500.0,15.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5025199,35.0,0.0,270000.0,12.8,2.0,0,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5025201,44.0,0.0,315000.0,4.5,2.0,1,0,0,0,0,Associado comercial,Ensino medio,Casado,Alugado,Gerencia,0
5025204,55.0,0.0,247500.0,8.8,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Habitacao publica,Venda,0
5025207,27.0,1.0,180000.0,0.3,3.0,1,1,0,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Motorista,0
5025209,30.0,2.0,144000.0,7.0,4.0,0,1,0,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Outros,0
5025212,37.0,2.0,225000.0,15.0,4.0,1,0,0,0,0,Associado comercial,Ensino medio,Casado,Habitacao publica,Construcao Civil,0
5025213,23.0,0.0,225000.0,1.6,1.0,1,1,0,1,0,Associado comercial,Ensino medio,Solteiro,Mora com os pais,Motorista,0
5025215,60.0,0.0,225000.0,15.0,1.0,0,1,0,0,0,Empregado,Ensino superior,Viuvo,Casa propria,Cozinha,0
5025222,51.0,0.0,90000.0,0.3,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Construcao Civil,0
5025223,39.0,1.0,283500.0,15.0,3.0,1,0,0,1,0,Associado comercial,Ensino superior,Casado,Habitacao publica,Alta tecnologia,0
5025224,56.0,0.0,72000.0,-1.0,1.0,0,1,0,0,0,Pensionista,Ensino medio,Solteiro,Casa propria,Outros,0
5025225,29.0,1.0,202500.0,2.5,3.0,1,0,0,0,0,Empregado,Ensino superior,Casado,Casa propria,Venda,0
5025227,63.0,0.0,180000.0,-1.0,1.0,1,1,0,1,0,Pensionista,Ensino medio,Separado,Casa propria,Outros,0
5025234,41.0,0.0,36000.0,0.4,1.0,0,0,1,0,0,Empregado,Ensino medio,Separado,Habitacao publica,Limpeza,0
5025242,50.0,0.0,112500.0,3.5,1.0,0,1,0,1,0,Empregado,Ensino superior,Solteiro,Casa propria,Outros,0
5025243,36.0,2.0,179100.0,5.0,4.0,0,1,0,0,0,Servidor publico,Ensino medio,Casado,Casa propria,Cozinha,0
5025245,32.0,0.0,270000.0,1.8,2.0,1,0,0,0,0,Empregado,Ensino superior,Casado,Casa propria,Alta tecnologia,0
5025253,64.0,0.0,135000.0,-1.0,2.0,0,1,0,0,0,Pensionista,Ensino superior,Casado,Casa propria,Outros,0
5025255,57.0,0.0,135000.0,-1.0,2.0,1,1,0,1,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025257,32.0,2.0,157500.0,7.7,4.0,1,1,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Equipe principal,0
5025658,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025659,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025660,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025661,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025662,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025663,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025664,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025665,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025666,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025671,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025672,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025673,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025674,30.0,2.0,180000.0,7.7,4.0,0,0,1,0,0,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
5025681,40.0,1.0,135000.0,5.8,3.0,1,0,1,1,0,Servidor publico,Ensino medio,Casado,Casa propria,Medicina,0
5025682,40.0,1.0,135000.0,5.8,3.0,1,0,1,1,0,Servidor publico,Ensino medio,Casado,Casa propria,Medicina,0
5025683,40.0,1.0,135000.0,5.8,3.0,1,0,1,1,0,Servidor publico,Ensino medio,Casado,Casa propria,Medicina,0
5025719,38.0,2.0,180000.0,15.0,4.0,0,1,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Alta tecnologia,0
5025720,38.0,2.0,180000.0,15.0,4.0,0,1,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Alta tecnologia,0
5025755,68.0,0.0,90000.0,-1.0,1.0,0,0,0,1,0,Pensionista,Ensino superior,Viuvo,Casa propria,Outros,0
5025843,61.0,0.0,49500.0,-1.0,2.0,0,1,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025846,61.0,0.0,49500.0,-1.0,2.0,0,1,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025847,61.0,0.0,49500.0,-1.0,2.0,0,1,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025848,61.0,0.0,49500.0,-1.0,2.0,0,1,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025850,61.0,0.0,49500.0,-1.0,2.0,0,1,0,0,0,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
5025981,32.0,1.0,189000.0,1.1,3.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Gerencia,0
5025995,36.0,1.0,315000.0,3.4,3.0,1,1,0,1,0,Empregado,Ensino superior,Casado,Cooperativa habitacional,Construcao Civil,0
5025996,36.0,1.0,315000.0,3.4,3.0,1,1,0,1,0,Empregado,Ensino superior,Casado,Cooperativa habitacional,Construcao Civil,0
